Datenstand,IdBundesland,Bundesland,AnzahlFall_7d,incidence_7d
2022-06-11,00,Bundesgebiet,290160,348.93859879626524
2022-06-11,01,Schleswig-Holstein,16534,568.0079014042169
2022-06-11,02,Hamburg,6954,375.3890734464863
2022-06-11,03,Niedersachsen,40329,503.89702103637933
2022-06-11,04,Bremen,2741,403.0111890373899
2022-06-11,05,Nordrhein-Westfalen,73642,410.82096692043825
2022-06-11,06,Hessen,29539,469.3830788186655
2022-06-11,07,Rheinland-Pfalz,15248,372.0484453533106
2022-06-11,08,Baden-Württemberg,28370,255.5155374972429
2022-06-11,09,Bayern,42170,320.9239932198813
2022-06-11,10,Saarland,3593,365.14561616925357
2022-06-11,11,Berlin,8075,220.38226156140354
2022-06-11,12,Brandenburg,4927,194.66067921445114
2022-06-11,13,Mecklenburg-Vorpommern,4185,259.8129843168564
2022-06-11,14,Sachsen,7263,179.0265128331913
2022-06-11,15,Sachsen-Anhalt,4194,192.32497693384278
2022-06-11,16,Thüringen,2396,113.00623468036828
