Datenstand,IdBundesland,Bundesland,AnzahlFall_7d,incidence_7d
2022-05-17,00,Bundesgebiet,363917,437.63677990812124
2022-05-17,01,Schleswig-Holstein,17922,615.6911581569116
2022-05-17,02,Hamburg,8433,455.2280782821712
2022-05-17,03,Niedersachsen,48774,609.414399167556
2022-05-17,04,Bremen,3874,569.5969888109627
2022-05-17,05,Nordrhein-Westfalen,72525,404.5896448481136
2022-05-17,06,Hessen,34521,548.5484702900962
2022-05-17,07,Rheinland-Pfalz,16315,398.0830525930786
2022-05-17,08,Baden-Württemberg,45513,409.91465132576724
2022-05-17,09,Bayern,67651,514.8406228436849
2022-05-17,10,Saarland,3898,396.1418346306013
2022-05-17,11,Berlin,12714,346.98948278534795
2022-05-17,12,Brandenburg,7083,279.8420115437299
2022-05-17,13,Mecklenburg-Vorpommern,5186,321.9570219037556
2022-05-17,14,Sachsen,9124,224.89851343660163
2022-05-17,15,Sachsen-Anhalt,6486,297.429613827588
2022-05-17,16,Thüringen,3898,183.84737177966426
