Datenstand,IdBundesland,Bundesland,AnzahlFall_7d,incidence_7d
2022-07-07,00,Bundesgebiet,574264,690.5944151472928
2022-07-07,01,Schleswig-Holstein,28089,964.967578477262
2022-07-07,02,Hamburg,11246,607.0787345382779
2022-07-07,03,Niedersachsen,73803,922.1431685275584
2022-07-07,04,Bremen,4788,703.9830620616647
2022-07-07,05,Nordrhein-Westfalen,128018,714.164179995392
2022-07-07,06,Hessen,53078,843.424457752027
2022-07-07,07,Rheinland-Pfalz,25758,628.4905466559926
2022-07-07,08,Baden-Württemberg,72611,653.9738700462567
2022-07-07,09,Bayern,93724,713.2625169679905
2022-07-07,10,Saarland,9165,931.4109580270551
2022-07-07,11,Berlin,19690,537.3779232376515
2022-07-07,12,Brandenburg,11907,470.4332671821534
2022-07-07,13,Mecklenburg-Vorpommern,9415,584.5016122683877
2022-07-07,14,Sachsen,17008,419.2321258800658
2022-07-07,15,Sachsen-Anhalt,9627,441.4669892565818
2022-07-07,16,Thüringen,6337,298.881681623328
