Datenstand,IdBundesland,Bundesland,AnzahlFall_7d,incidence_7d
2022-06-25,00,Bundesgebiet,526281,632.8913520578208
2022-06-25,01,Schleswig-Holstein,26414,907.424743419075
2022-06-25,02,Hamburg,12799,690.9123887031317
2022-06-25,03,Niedersachsen,71444,892.6682727298738
2022-06-25,04,Bremen,4718,693.6909120315235
2022-06-25,05,Nordrhein-Westfalen,139432,777.8385847702472
2022-06-25,06,Hessen,47983,762.4634642660898
2022-06-25,07,Rheinland-Pfalz,25968,633.6145087181775
2022-06-25,08,Baden-Württemberg,54801,493.56739409187196
2022-06-25,09,Bayern,74653,568.127551952663
2022-06-25,10,Saarland,8096,822.7717529936758
2022-06-25,11,Berlin,15929,434.73300859586345
2022-06-25,12,Brandenburg,9918,391.8499323013855
2022-06-25,13,Mecklenburg-Vorpommern,8408,521.9850829477009
2022-06-25,14,Sachsen,13336,328.7205803584523
2022-06-25,15,Sachsen-Anhalt,7745,355.16379264487654
2022-06-25,16,Thüringen,4637,218.7019658651368
