Datenstand,IdBundesland,Bundesland,AnzahlFall_7d,incidence_7d
2022-05-22,00,Bundesgebiet,268108,322.41945769943857
2022-05-22,01,Schleswig-Holstein,14719,505.6555159531069
2022-05-22,02,Hamburg,5611,302.8915862968413
2022-05-22,03,Niedersachsen,34625,432.62749766631043
2022-05-22,04,Bremen,3060,449.913987031891
2022-05-22,05,Nordrhein-Westfalen,60112,335.342195534089
2022-05-22,06,Hessen,24221,384.8785521536578
2022-05-22,07,Rheinland-Pfalz,12357,301.50856763056527
2022-05-22,08,Baden-Württemberg,32914,296.4412548884121
2022-05-22,09,Bayern,45277,344.5690216034282
2022-05-22,10,Saarland,2537,257.82756143094804
2022-05-22,11,Berlin,9565,261.04722375663465
2022-05-22,12,Brandenburg,4977,196.63612755232862
2022-05-22,13,Mecklenburg-Vorpommern,4147,257.4538700028682
2022-05-22,14,Sachsen,6577,162.11722083214914
2022-05-22,15,Sachsen-Anhalt,4623,211.99770347285533
2022-05-22,16,Thüringen,2786,131.40040476607098
