Datenstand,IdBundesland,Bundesland,AnzahlFall_7d,incidence_7d
2022-06-15,00,Bundesgebiet,392829,472.40557218961294
2022-06-15,01,Schleswig-Holstein,21334,732.9067720187229
2022-06-15,02,Hamburg,8517,459.76254508825474
2022-06-15,03,Niedersachsen,57757,721.6539027498366
2022-06-15,04,Bremen,3768,554.0117330510344
2022-06-15,05,Nordrhein-Westfalen,98095,547.2350391089377
2022-06-15,06,Hessen,42129,669.4417457446616
2022-06-15,07,Rheinland-Pfalz,20162,491.9491576084371
2022-06-15,08,Baden-Württemberg,36703,330.56703464086377
2022-06-15,09,Bayern,57063,434.26335843267935
2022-06-15,10,Saarland,5469,555.7977664429858
2022-06-15,11,Berlin,10216,278.81426428622893
2022-06-15,12,Brandenburg,6980,275.77258796770224
2022-06-15,13,Mecklenburg-Vorpommern,5860,363.8002599992302
2022-06-15,14,Sachsen,9652,237.91324547238918
2022-06-15,15,Sachsen-Anhalt,5798,265.87987989089663
2022-06-15,16,Thüringen,3326,156.86925565396697
