Datenstand,IdBundesland,Bundesland,AnzahlFall_7d,incidence_7d
2022-05-30,00,Bundesgebiet,157180,189.02043341190023
2022-05-30,01,Schleswig-Holstein,8941,307.15850045089536
2022-05-30,02,Hamburg,3356,181.1627452525752
2022-05-30,03,Niedersachsen,18890,236.02407020697774
2022-05-30,04,Bremen,1635,240.39521856115744
2022-05-30,05,Nordrhein-Westfalen,36332,202.68253673383887
2022-05-30,06,Hessen,16507,262.30090666778534
2022-05-30,07,Rheinland-Pfalz,7179,175.1663030686921
2022-05-30,08,Baden-Württemberg,18036,162.44195397604062
2022-05-30,09,Bayern,24961,189.95930269768692
2022-05-30,10,Saarland,1705,173.2739425462225
2022-05-30,11,Berlin,7296,199.12185515195048
2022-05-30,12,Brandenburg,2892,114.25993186283594
2022-05-30,13,Mecklenburg-Vorpommern,2476,153.71492214301946
2022-05-30,14,Sachsen,3406,83.95488127631138
2022-05-30,15,Sachsen-Anhalt,2140,98.1343468379646
2022-05-30,16,Thüringen,1428,67.3509612368806
