Datenstand,IdBundesland,Bundesland,AnzahlFall_7d,incidence_7d
2022-07-16,00,Bundesgebiet,625884,752.671236452308
2022-07-16,01,Schleswig-Holstein,19853,682.0285996478722
2022-07-16,02,Hamburg,10758,580.7356416648403
2022-07-16,03,Niedersachsen,75287,940.6852394744698
2022-07-16,04,Bremen,5773,848.8083160572244
2022-07-16,05,Nordrhein-Westfalen,115921,646.6795756006643
2022-07-16,06,Hessen,67687,1075.5656066894278
2022-07-16,07,Rheinland-Pfalz,31829,776.6218498918234
2022-07-16,08,Baden-Württemberg,93651,843.4714699384664
2022-07-16,09,Bayern,114932,874.6605736008394
2022-07-16,10,Saarland,11138,1131.9209220409537
2022-07-16,11,Berlin,18591,507.3841021285515
2022-07-16,12,Brandenburg,12483,493.1904320345024
2022-07-16,13,Mecklenburg-Vorpommern,9331,579.2867279953613
2022-07-16,14,Sachsen,19650,484.3550842864118
2022-07-16,15,Sachsen-Anhalt,10853,497.6878814170233
2022-07-16,16,Thüringen,8147,384.2494966364609
