Datenstand,IdBundesland,Bundesland,AnzahlFall_7d,incidence_7d
2022-06-21,00,Bundesgebiet,381279,458.5158533582893
2022-06-21,01,Schleswig-Holstein,21757,747.4384849916262
2022-06-21,02,Hamburg,9844,531.3963242748362
2022-06-21,03,Niedersachsen,57483,718.2303667394231
2022-06-21,04,Bremen,3702,544.3077058797583
2022-06-21,05,Nordrhein-Westfalen,93986,524.3124765349163
2022-06-21,06,Hessen,37087,589.3229372743779
2022-06-21,07,Rheinland-Pfalz,18154,442.954320366212
2022-06-21,08,Baden-Württemberg,34767,313.13037335800647
2022-06-21,09,Bayern,53631,408.1450007203096
2022-06-21,10,Saarland,6170,627.0382554311981
2022-06-21,11,Berlin,12242,334.10769610336865
2022-06-21,12,Brandenburg,7393,292.08979123857057
2022-06-21,13,Mecklenburg-Vorpommern,5557,344.989427442956
2022-06-21,14,Sachsen,10065,248.09332943220028
2022-06-21,15,Sachsen-Anhalt,5898,270.4655970328576
2022-06-21,16,Thüringen,3543,167.10396054780668
