Datenstand,IdBundesland,Bundesland,AnzahlFall_7d,incidence_7d
2022-05-15,00,Bundesgebiet,376218,452.4296311067456
2022-05-15,01,Schleswig-Holstein,18988,652.3124490058831
2022-05-15,02,Hamburg,8825,476.3889233772277
2022-05-15,03,Niedersachsen,49053,612.9004084628311
2022-05-15,04,Bremen,3732,548.7186273212474
2022-05-15,05,Nordrhein-Westfalen,76268,425.4704313447215
2022-05-15,06,Hessen,35580,565.3762803198523
2022-05-15,07,Rheinland-Pfalz,18487,451.0794602076766
2022-05-15,08,Baden-Württemberg,45992,414.22878394688735
2022-05-15,09,Bayern,66829,508.5850022027851
2022-05-15,10,Saarland,4163,423.0729752609526
2022-05-15,11,Berlin,13840,377.72018575973067
2022-05-15,12,Brandenburg,7709,304.5746247339565
2022-05-15,13,Mecklenburg-Vorpommern,5500,341.45075597197376
2022-05-15,14,Sachsen,9967,245.67771628919425
2022-05-15,15,Sachsen-Anhalt,6925,317.5609120807967
2022-05-15,16,Thüringen,4360,205.63738865041975
