Datenstand,IdBundesland,Bundesland,AnzahlFall_7d,incidence_7d
2022-06-17,00,Bundesgebiet,355758,427.8249863198295
2022-06-17,01,Schleswig-Holstein,20778,713.8059861725426
2022-06-17,02,Hamburg,8953,483.2985870817359
2022-06-17,03,Niedersachsen,58877,735.6479185588263
2022-06-17,04,Bremen,3589,527.6932351168159
2022-06-17,05,Nordrhein-Westfalen,85937,479.41013870130774
2022-06-17,06,Hessen,35624,566.0754527856778
2022-06-17,07,Rheinland-Pfalz,17157,418.6277004805056
2022-06-17,08,Baden-Württemberg,30160,271.63724395195084
2022-06-17,09,Bayern,47415,360.8397234650385
2022-06-17,10,Saarland,5326,541.2651131971736
2022-06-17,11,Berlin,10573,288.55748006052255
2022-06-17,12,Brandenburg,7105,280.711208812396
2022-06-17,13,Mecklenburg-Vorpommern,5296,328.7860370231951
2022-06-17,14,Sachsen,9952,245.3079795836321
2022-06-17,15,Sachsen-Anhalt,5660,259.5515902349905
2022-06-17,16,Thüringen,3356,158.28419181440566
