Datenstand,IdBundesland,Bundesland,AnzahlFall_7d,incidence_7d
2022-06-13,00,Bundesgebiet,275937,331.8344021782639
2022-06-13,01,Schleswig-Holstein,15366,527.8825095546872
2022-06-13,02,Hamburg,5908,318.92416536120805
2022-06-13,03,Niedersachsen,37334,466.4755234043042
2022-06-13,04,Bremen,2856,419.9197212297649
2022-06-13,05,Nordrhein-Westfalen,72354,403.63570028735484
2022-06-13,06,Hessen,28135,447.07312104550437
2022-06-13,07,Rheinland-Pfalz,14851,362.3617170738468
2022-06-13,08,Baden-Württemberg,26199,235.96233933346022
2022-06-13,09,Bayern,39438,300.13280636959166
2022-06-13,10,Saarland,3593,365.14561616925357
2022-06-13,11,Berlin,7848,214.18699550884148
2022-06-13,12,Brandenburg,4792,189.3269687021818
2022-06-13,13,Mecklenburg-Vorpommern,4072,252.7977233305231
2022-06-13,14,Sachsen,6823,168.18090280336835
2022-06-13,15,Sachsen-Anhalt,4070,186.63868767781116
2022-06-13,16,Thüringen,2298,108.38410988960197
