Datenstand,IdBundesland,Bundesland,AnzahlFall_7d,incidence_7d
2022-05-21,00,Bundesgebiet,284373,341.9793085038956
2022-05-21,01,Schleswig-Holstein,15212,522.5920041224717
2022-05-21,02,Hamburg,6396,345.2672582346457
2022-05-21,03,Niedersachsen,37271,465.68836001504854
2022-05-21,04,Bremen,2680,394.04231543969536
2022-05-21,05,Nordrhein-Westfalen,62258,347.3139208404531
2022-05-21,06,Hessen,26016,413.4016107026779
2022-05-21,07,Rheinland-Pfalz,12824,312.9032832640907
2022-05-21,08,Baden-Württemberg,35006,315.2829363986071
2022-05-21,09,Bayern,50134,381.53197714217526
2022-05-21,10,Saarland,2865,291.1611996451187
2022-05-21,11,Berlin,9832,268.3341666466526
2022-05-21,12,Brandenburg,5130,202.68099946623386
2022-05-21,13,Mecklenburg-Vorpommern,4216,261.7375249414257
2022-05-21,14,Sachsen,6990,172.29730479196024
2022-05-21,15,Sachsen-Anhalt,4718,216.3541347577182
2022-05-21,16,Thüringen,2825,133.23982177464123
