Datenstand,IdBundesland,Bundesland,AnzahlFall_7d,incidence_7d
2022-05-14,00,Bundesgebiet,396682,477.03908618589776
2022-05-14,01,Schleswig-Holstein,19744,678.2840211276678
2022-05-14,02,Hamburg,8423,454.6882608052565
2022-05-14,03,Niedersachsen,52284,653.2706451403718
2022-05-14,04,Bremen,4155,610.9126196462441
2022-05-14,05,Nordrhein-Westfalen,78962,440.49924214404336
2022-05-14,06,Hessen,37569,596.9820538318305
2022-05-14,07,Rheinland-Pfalz,19197,468.4033319417303
2022-05-14,08,Baden-Württemberg,48846,439.93344887523176
2022-05-14,09,Bayern,73664,560.6010205489528
2022-05-14,10,Saarland,4311,438.11376323563934
2022-05-14,11,Berlin,13762,375.59141592669175
2022-05-14,12,Brandenburg,7917,312.79248981952696
2022-05-14,13,Mecklenburg-Vorpommern,5582,346.5414763337377
2022-05-14,14,Sachsen,10575,260.66437742131325
2022-05-14,15,Sachsen-Anhalt,7247,332.32692127791097
2022-05-14,16,Thüringen,4444,209.599209899648
