Datenstand,IdBundesland,Bundesland,AnzahlFall_7d,incidence_7d
2022-05-25,00,Bundesgebiet,234295,281.7568548558415
2022-05-25,01,Schleswig-Holstein,13034,447.7691415811397
2022-05-25,02,Hamburg,5211,281.2988872202531
2022-05-25,03,Niedersachsen,29066,363.16969955722686
2022-05-25,04,Bremen,2854,419.6256598003323
2022-05-25,05,Nordrhein-Westfalen,53778,300.0071964238794
2022-05-25,06,Hessen,21803,346.45584709988026
2022-05-25,07,Rheinland-Pfalz,10379,253.24572496865233
2022-05-25,08,Baden-Württemberg,27612,248.6885802387688
2022-05-25,09,Bayern,39361,299.5468175747628
2022-05-25,10,Saarland,2252,228.86388188509852
2022-05-25,11,Berlin,9191,250.8400453264223
2022-05-25,12,Brandenburg,4369,172.61467576373795
2022-05-25,13,Mecklenburg-Vorpommern,3673,228.02702303364717
2022-05-25,14,Sachsen,5552,136.85187928540248
2022-05-25,15,Sachsen-Anhalt,3861,177.05453885111277
2022-05-25,16,Thüringen,2299,108.43127442828325
