Datenstand,IdBundesland,Bundesland,AnzahlFall_7d,incidence_7d
2022-05-13,00,Bundesgebiet,403918,485.7409048407426
2022-05-13,01,Schleswig-Holstein,20380,700.1331214840898
2022-05-13,02,Hamburg,8675,468.2916612235071
2022-05-13,03,Niedersachsen,53117,663.6786943983079
2022-05-13,04,Bremen,4110,604.2962374840104
2022-05-13,05,Nordrhein-Westfalen,80963,451.6620670918693
2022-05-13,06,Hessen,37534,596.4258939158331
2022-05-13,07,Rheinland-Pfalz,19544,476.8700692540072
2022-05-13,08,Baden-Württemberg,49433,445.22028780758575
2022-05-13,09,Bayern,75946,577.9675975593339
2022-05-13,10,Saarland,4677,475.30922538925665
2022-05-13,11,Berlin,13071,356.73269855964156
2022-05-13,12,Brandenburg,7923,313.02954362007233
2022-05-13,13,Mecklenburg-Vorpommern,5452,338.47082210167287
2022-05-13,14,Sachsen,11132,274.39393375452096
2022-05-13,15,Sachsen-Anhalt,7423,340.39778344776227
2022-05-13,16,Thüringen,4538,214.03267653568918
