Datenstand,IdBundesland,Bundesland,AnzahlFall_7d,incidence_7d
2022-05-23,00,Bundesgebiet,259489,312.0544805040118
2022-05-23,01,Schleswig-Holstein,14357,493.2193927942629
2022-05-23,02,Hamburg,5065,273.4175520572984
2022-05-23,03,Niedersachsen,33471,418.2086635202621
2022-05-23,04,Bremen,3016,443.44463558437354
2022-05-23,05,Nordrhein-Westfalen,58559,326.6785937629877
2022-05-23,06,Hessen,23702,376.631495113579
2022-05-23,07,Rheinland-Pfalz,12198,297.628996354911
2022-05-23,08,Baden-Württemberg,31854,286.894322574451
2022-05-23,09,Bayern,42563,323.9148191467349
2022-05-23,10,Saarland,2537,257.82756143094804
2022-05-23,11,Berlin,9579,261.4293106497442
2022-05-23,12,Brandenburg,4936,195.01625991526907
2022-05-23,13,Mecklenburg-Vorpommern,4127,256.21223089024284
2022-05-23,14,Sachsen,6270,154.54994292497722
2022-05-23,15,Sachsen-Anhalt,4524,207.45784350231395
2022-05-23,16,Thüringen,2731,128.80635513860008
