Datenstand,IdBundesland,Bundesland,AnzahlFall_7d,incidence_7d
2022-05-18,00,Bundesgebiet,338808,407.44137296996496
2022-05-18,01,Schleswig-Holstein,16953,582.4021986516082
2022-05-18,02,Hamburg,6918,373.44573052959333
2022-05-18,03,Niedersachsen,44445,555.3250291344164
2022-05-18,04,Bremen,3665,538.8675694352551
2022-05-18,05,Nordrhein-Westfalen,69549,387.98766231701416
2022-05-18,06,Hessen,32959,523.7278477532888
2022-05-18,07,Rheinland-Pfalz,14910,363.8013064151273
2022-05-18,08,Baden-Württemberg,42275,380.75147506859156
2022-05-18,09,Bayern,63117,480.33577614558334
2022-05-18,10,Saarland,3534,359.14962636853386
2022-05-18,11,Berlin,11775,321.3623690260714
2022-05-18,12,Brandenburg,6054,239.18728475021047
2022-05-18,13,Mecklenburg-Vorpommern,4852,301.2216487229121
2022-05-18,14,Sachsen,8479,208.9998350974293
2022-05-18,15,Sachsen-Anhalt,5698,261.29416274893566
2022-05-18,16,Thüringen,3625,170.97145271967239
