Datenstand,IdBundesland,Bundesland,AnzahlFall_7d,incidence_7d
2022-05-29,00,Bundesgebiet,163173,196.22745375442165
2022-05-29,01,Schleswig-Holstein,9426,323.82015716923604
2022-05-29,02,Hamburg,3764,203.18729831069518
2022-05-29,03,Niedersachsen,19761,246.90691642986167
2022-05-29,04,Bremen,1657,243.6298942849161
2022-05-29,05,Nordrhein-Westfalen,37445,208.89154431351417
2022-05-29,06,Hessen,16975,269.73755925883904
2022-05-29,07,Rheinland-Pfalz,7296,178.02108193190938
2022-05-29,08,Baden-Württemberg,18590,167.43157709107314
2022-05-29,09,Bayern,26475,201.48121224795727
2022-05-29,10,Saarland,1744,177.237393431444
2022-05-29,11,Berlin,7354,200.7047865662615
2022-05-29,12,Brandenburg,2930,115.76127259962286
2022-05-29,13,Mecklenburg-Vorpommern,2500,155.20488907816988
2022-05-29,14,Sachsen,3599,88.71216022121101
2022-05-29,15,Sachsen-Anhalt,2183,100.10620520900781
2022-05-29,16,Thüringen,1474,69.5205300162199
