Datenstand,IdBundesland,Bundesland,AnzahlFall_7d,incidence_7d
2022-07-03,00,Bundesgebiet,552959,664.9735961255309
2022-07-03,01,Schleswig-Holstein,30360,1042.98535663675
2022-07-03,02,Hamburg,12017,648.6986620084017
2022-07-03,03,Niedersachsen,74897,935.812323255268
2022-07-03,04,Bremen,4969,730.5956214253157
2022-07-03,05,Nordrhein-Westfalen,130365,727.2572085573848
2022-07-03,06,Hessen,49962,793.9103349449259
2022-07-03,07,Rheinland-Pfalz,26463,645.6924192933276
2022-07-03,08,Baden-Württemberg,62379,561.8189535967751
2022-07-03,09,Bayern,83705,637.0154814434471
2022-07-03,10,Saarland,8122,825.4140535838235
2022-07-03,11,Berlin,16770,457.6855141033731
2022-07-03,12,Brandenburg,11112,439.02363860990073
2022-07-03,13,Mecklenburg-Vorpommern,10326,641.0582738484729
2022-07-03,14,Sachsen,15815,389.82573323102304
2022-07-03,15,Sachsen-Anhalt,9625,441.37527491374266
2022-07-03,16,Thüringen,6072,286.38307887278637
