Datenstand,IdBundesland,Bundesland,AnzahlFall_7d,incidence_7d
2022-06-18,00,Bundesgebiet,370146,445.1276074925641
2022-06-18,01,Schleswig-Holstein,21398,735.1054236269163
2022-06-18,02,Hamburg,9297,501.8683082876018
2022-06-18,03,Niedersachsen,57618,719.9171454306852
2022-06-18,04,Bremen,3650,536.6621087145105
2022-06-18,05,Nordrhein-Westfalen,88797,495.36500094557664
2022-06-18,06,Hessen,37988,603.6400825404876
2022-06-18,07,Rheinland-Pfalz,18764,457.8382101658919
2022-06-18,08,Baden-Württemberg,33205,299.062158004792
2022-06-18,09,Bayern,51241,389.9565173483505
2022-06-18,10,Saarland,4475,454.7805823427247
2022-06-18,11,Berlin,11329,309.1901722884385
2022-06-18,12,Brandenburg,7422,293.2355512745395
2022-06-18,13,Mecklenburg-Vorpommern,5207,323.2607429720122
2022-06-18,14,Sachsen,10319,254.35420431305263
2022-06-18,15,Sachsen-Anhalt,5758,264.04559303411224
2022-06-18,16,Thüringen,3678,173.47117326978068
