Datenstand,IdBundesland,Bundesland,AnzahlFall_7d,incidence_7d
2022-06-03,00,Bundesgebiet,217299,261.3179231452635
2022-06-03,01,Schleswig-Holstein,13323,457.69742774938805
2022-06-03,02,Hamburg,5197,280.5431427525725
2022-06-03,03,Niedersachsen,27307,341.19159794292966
2022-06-03,04,Bremen,1979,290.9737844235661
2022-06-03,05,Nordrhein-Westfalen,49754,277.5588168186563
2022-06-03,06,Hessen,22942,364.5548797947738
2022-06-03,07,Rheinland-Pfalz,10309,251.5377376145907
2022-06-03,08,Baden-Württemberg,23434,211.05925645789176
2022-06-03,09,Bayern,34631,263.5503630352789
2022-06-03,10,Saarland,2548,258.94545783447205
2022-06-03,11,Berlin,7974,217.62577754682746
2022-06-03,12,Brandenburg,4080,161.19658437080588
2022-06-03,13,Mecklenburg-Vorpommern,3477,215.85895972991864
2022-06-03,14,Sachsen,5514,135.91521296464504
2022-06-03,15,Sachsen-Anhalt,2882,132.16036803131496
2022-06-03,16,Thüringen,1948,91.87652135115084
