Datenstand,IdBundesland,Bundesland,AnzahlFall_7d,incidence_7d
2022-05-20,00,Bundesgebiet,300824,361.7628378973246
2022-05-20,01,Schleswig-Holstein,15871,545.2312449005883
2022-05-20,02,Hamburg,6686,360.9219650651722
2022-05-20,03,Niedersachsen,40556,506.7333081690942
2022-05-20,04,Bremen,3165,465.3522120771029
2022-05-20,05,Nordrhein-Westfalen,64839,361.71234722243145
2022-05-20,06,Hessen,27491,436.8397785911484
2022-05-20,07,Rheinland-Pfalz,13155,320.97962346686785
2022-05-20,08,Baden-Württemberg,37158,334.665010303932
2022-05-20,09,Bayern,53275,405.43575382473745
2022-05-20,10,Saarland,2974,302.23853673458393
2022-05-20,11,Berlin,10334,282.03471095672376
2022-05-20,12,Brandenburg,5567,219.94641793928344
2022-05-20,13,Mecklenburg-Vorpommern,4506,279.7412920744934
2022-05-20,14,Sachsen,7365,181.5407224310139
2022-05-20,15,Sachsen-Anhalt,4970,227.91014195545984
2022-05-20,16,Thüringen,2912,137.34313663991338
