Datenstand,IdBundesland,Bundesland,AnzahlFall_7d,incidence_7d
2022-05-24,00,Bundesgebiet,255466,307.21652908769886
2022-05-24,01,Schleswig-Holstein,13467,462.6443938678232
2022-05-24,02,Hamburg,6167,332.9054380132989
2022-05-24,03,Niedersachsen,33033,412.7360037663894
2022-05-24,04,Bremen,3166,465.49924279181926
2022-05-24,05,Nordrhein-Westfalen,57336,319.855937635456
2022-05-24,06,Hessen,23458,372.7542659849099
2022-05-24,07,Rheinland-Pfalz,11331,276.4743529838905
2022-05-24,08,Baden-Württemberg,30435,274.1140424296294
2022-05-24,09,Bayern,43854,333.73964426522826
2022-05-24,10,Saarland,2486,252.6445871964276
2022-05-24,11,Berlin,9167,250.18503922394876
2022-05-24,12,Brandenburg,4601,181.78075605148967
2022-05-24,13,Mecklenburg-Vorpommern,4117,255.59141133393013
2022-05-24,14,Sachsen,6030,148.6341556359829
2022-05-24,15,Sachsen-Anhalt,4151,190.35311856279955
2022-05-24,16,Thüringen,2667,125.78782466299758
