Datenstand,IdBundesland,Bundesland,AnzahlFall_7d,incidence_7d
2022-07-13,00,Bundesgebiet,575279,691.8150268021667
2022-07-13,01,Schleswig-Holstein,20031,688.1435994331601
2022-07-13,02,Hamburg,10369,559.7367418128583
2022-07-13,03,Niedersachsen,61115,763.610960862861
2022-07-13,04,Bremen,5306,780.1449722847103
2022-07-13,05,Nordrhein-Westfalen,117228,653.970836073832
2022-07-13,06,Hessen,61323,974.4398436777489
2022-07-13,07,Rheinland-Pfalz,27369,667.7986556187539
2022-07-13,08,Baden-Württemberg,83953,756.1260458056408
2022-07-13,09,Bayern,103922,790.8717861844085
2022-07-13,10,Saarland,10640,1081.310703045048
2022-07-13,11,Berlin,17857,487.3518321612363
2022-07-13,12,Brandenburg,13379,528.5904662492676
2022-07-13,13,Mecklenburg-Vorpommern,9287,576.5551219475855
2022-07-13,14,Sachsen,16957,417.97502108115447
2022-07-13,15,Sachsen-Anhalt,9537,437.33984382881704
2022-07-13,16,Thüringen,7006,330.43475800111025
