Datenstand,IdBundesland,Bundesland,AnzahlFall_7d,incidence_7d
2022-06-23,00,Bundesgebiet,443136,532.9034150681755
2022-06-23,01,Schleswig-Holstein,23257,798.9693820586592
2022-06-23,02,Hamburg,9842,531.2883607794532
2022-06-23,03,Niedersachsen,63516,793.6106322533826
2022-06-23,04,Bremen,4197,617.0879096643289
2022-06-23,05,Nordrhein-Westfalen,110599,616.9901431307345
2022-06-23,06,Hessen,42035,667.9480591131252
2022-06-23,07,Rheinland-Pfalz,19612,478.5292569693814
2022-06-23,08,Baden-Württemberg,43759,394.11718030813716
2022-06-23,09,Bayern,64754,492.79374571876207
2022-06-23,10,Saarland,6908,702.0389414130821
2022-06-23,11,Berlin,14779,403.34729951900715
2022-06-23,12,Brandenburg,8983,354.9090483830758
2022-06-23,13,Mecklenburg-Vorpommern,7169,445.06553992055996
2022-06-23,14,Sachsen,12385,305.27927322581223
2022-06-23,15,Sachsen-Anhalt,7055,323.52234436534593
2022-06-23,16,Thüringen,4286,202.14721278800437
