Datenstand,IdBundesland,Bundesland,AnzahlFall_7d,incidence_7d
2023-02-24,00,Bundesgebiet,95381,114.58949494699024
2023-02-24,01,Schleswig-Holstein,1847,63.21002188565728
2023-02-24,02,Hamburg,984,53.07629447634356
2023-02-24,03,Niedersachsen,9917,123.54505669655443
2023-02-24,04,Bremen,669,98.89676153758596
2023-02-24,05,Nordrhein-Westfalen,26509,147.89179847953017
2023-02-24,06,Hessen,10164,161.46104132840307
2023-02-24,07,Rheinland-Pfalz,6027,146.76785620792478
2023-02-24,08,Baden-Württemberg,11371,102.2145251955074
2023-02-24,09,Bayern,16068,121.93984528635488
2023-02-24,10,Saarland,1747,177.83921787391026
2023-02-24,11,Berlin,2588,70.37443113095082
2023-02-24,12,Brandenburg,1561,61.50832115775919
2023-02-24,13,Mecklenburg-Vorpommern,977,60.639539213982474
2023-02-24,14,Sachsen,2152,53.227774806938015
2023-02-24,15,Sachsen-Anhalt,1607,74.08080108682574
2023-02-24,16,Thüringen,1193,56.5707682291358
