Datenstand,IdBundesland,Bundesland,AnzahlFall_7d,incidence_7d
2023-06-09,00,Bundesgebiet,2076,2.494079444647799
2023-06-09,01,Schleswig-Holstein,150,5.133461441715534
2023-06-09,02,Hamburg,71,3.829691979492269
2023-06-09,03,Niedersachsen,274,3.4134663239745806
2023-06-09,04,Bremen,4,0.591310980792741
2023-06-09,05,Nordrhein-Westfalen,365,2.0363086666803163
2023-06-09,06,Hessen,175,2.7799766068939924
2023-06-09,07,Rheinland-Pfalz,69,1.6802691352823642
2023-06-09,08,Baden-Württemberg,132,1.1865550370070337
2023-06-09,09,Bayern,245,1.8593018480929142
2023-06-09,10,Saarland,38,3.8682829302853983
2023-06-09,11,Berlin,133,3.6166148919692658
2023-06-09,12,Brandenburg,91,3.5856868836361864
2023-06-09,13,Mecklenburg-Vorpommern,59,3.661957844037836
2023-06-09,14,Sachsen,124,3.0670279163849044
2023-06-09,15,Sachsen-Anhalt,84,3.872300741315098
2023-06-09,16,Thüringen,62,2.9399728668955736
