Datenstand,IdBundesland,Bundesland,AnzahlFall_7d,incidence_7d
2023-06-10,00,Bundesgebiet,2140,2.5709682136542824
2023-06-10,01,Schleswig-Holstein,155,5.304576823106053
2023-06-10,02,Hamburg,72,3.88363130314709
2023-06-10,03,Niedersachsen,266,3.313803073639556
2023-06-10,04,Bremen,3,0.4434832355945558
2023-06-10,05,Nordrhein-Westfalen,387,2.1590450794665275
2023-06-10,06,Hessen,182,2.8911756711697523
2023-06-10,07,Rheinland-Pfalz,73,1.777676041675545
2023-06-10,08,Baden-Württemberg,185,1.6629748624719787
2023-06-10,09,Bayern,234,1.7758229896071098
2023-06-10,10,Saarland,34,3.4610952534132506
2023-06-10,11,Berlin,141,3.8341556373508756
2023-06-10,12,Brandenburg,83,3.2704616630967407
2023-06-10,13,Mecklenburg-Vorpommern,57,3.5378236798331635
2023-06-10,14,Sachsen,130,3.2154324929841738
2023-06-10,15,Sachsen-Anhalt,73,3.365213739476216
2023-06-10,16,Thüringen,65,3.082229618519553
