Datenstand,IdBundesland,Bundesland,AnzahlFall_7d,incidence_7d
2022-12-01,00,Bundesgebiet,168048,201.8906852187733
2022-12-01,01,Schleswig-Holstein,5740,196.44045783631447
2022-12-01,02,Hamburg,3978,214.5706294988767
2022-12-01,03,Niedersachsen,30953,385.6095734525007
2022-12-01,04,Bremen,2155,318.56879090208923
2022-12-01,05,Nordrhein-Westfalen,43903,244.9316695705916
2022-12-01,06,Hessen,10411,165.3847797392763
2022-12-01,07,Rheinland-Pfalz,5702,138.85354506347886
2022-12-01,08,Baden-Württemberg,13419,120.62410637573774
2022-12-01,09,Bayern,14256,108.18860059760237
2022-12-01,10,Saarland,2085,212.2465765696067
2022-12-01,11,Berlin,7624,207.31633034867428
2022-12-01,12,Brandenburg,7885,310.6938579941904
2022-12-01,13,Mecklenburg-Vorpommern,5090,315.9214479008913
2022-12-01,14,Sachsen,6904,170.7641994735595
2022-12-01,15,Sachsen-Anhalt,5265,242.71027860742848
2022-12-01,16,Thüringen,2678,126.98786028300557
