Datenstand,IdBundesland,Bundesland,AnzahlFall_7d,incidence_7d
2023-01-02,00,Bundesgebiet,132773,159.51175823902807
2023-01-02,01,Schleswig-Holstein,6094,208.5554268387631
2023-01-02,02,Hamburg,2308,124.49195899532616
2023-01-02,03,Niedersachsen,21054,262.28875906920007
2023-01-02,04,Bremen,1994,294.76852392518146
2023-01-02,05,Nordrhein-Westfalen,36916,205.95170065526182
2023-01-02,06,Hessen,10888,172.9622016906388
2023-01-02,07,Rheinland-Pfalz,4822,117.42402565697914
2023-01-02,08,Baden-Württemberg,11488,103.26624443285456
2023-01-02,09,Bayern,13277,100.75898219236579
2023-01-02,10,Saarland,1950,198.5039924751717
2023-01-02,11,Berlin,6794,184.74647801533226
2023-01-02,12,Brandenburg,4378,172.50700194021124
2023-01-02,13,Mecklenburg-Vorpommern,3549,220.2760743811912
2023-01-02,14,Sachsen,3210,79.39644848060921
2023-01-02,15,Sachsen-Anhalt,2641,121.74697925968064
2023-01-02,16,Thüringen,1410,66.8606732632703
