Datenstand,IdBundesland,Bundesland,AnzahlFall_7d,incidence_7d
2022-07-28,00,Bundesgebiet,524203,630.3924052412416
2022-07-28,01,Schleswig-Holstein,14588,501.155150942586
2022-07-28,02,Hamburg,6655,359.24853088673655
2022-07-28,03,Niedersachsen,56822,709.9713984807247
2022-07-28,04,Bremen,4751,698.5429256171614
2022-07-28,05,Nordrhein-Westfalen,90863,506.89043639895414
2022-07-28,06,Hessen,48979,778.2901864470502
2022-07-28,07,Rheinland-Pfalz,27558,672.4102214747202
2022-07-28,08,Baden-Württemberg,79502,716.0379366269229
2022-07-28,09,Bayern,110380,840.0187425091417
2022-07-28,10,Saarland,8971,911.6953305467225
2022-07-28,11,Berlin,15099,412.0807142186541
2022-07-28,12,Brandenburg,12866,508.32236630264424
2022-07-28,13,Mecklenburg-Vorpommern,8484,526.7033115756773
2022-07-28,14,Sachsen,19842,489.08771411760733
2022-07-28,15,Sachsen-Anhalt,10580,485.1688736194699
2022-07-28,16,Thüringen,8263,389.7205831234904
