Datenstand,IdBundesland,Bundesland,AnzahlFall_7d,incidence_7d
2023-02-25,00,Bundesgebiet,102042,122.59193385874313
2023-02-25,01,Schleswig-Holstein,1849,63.27846803821349
2023-02-25,02,Hamburg,1112,59.98052790416062
2023-02-25,03,Niedersachsen,9752,121.48950215839454
2023-02-25,04,Bremen,788,116.48826321616998
2023-02-25,05,Nordrhein-Westfalen,31688,176.78506583497497
2023-02-25,06,Hessen,10178,161.6834394569546
2023-02-25,07,Rheinland-Pfalz,6548,159.45510576563655
2023-02-25,08,Baden-Württemberg,11770,105.8011574664605
2023-02-25,09,Bayern,15947,121.02157784301103
2023-02-25,10,Saarland,1962,199.72555550578818
2023-02-25,11,Berlin,2620,71.24459411247726
2023-02-25,12,Brandenburg,1750,68.95551699300357
2023-02-25,13,Mecklenburg-Vorpommern,993,61.632612527619855
2023-02-25,14,Sachsen,2222,54.95916153392949
2023-02-25,15,Sachsen-Anhalt,1641,75.64816091069139
2023-02-25,16,Thüringen,1222,57.9459168281676
