Datenstand,IdBundesland,Bundesland,AnzahlFall_7d,incidence_7d
2022-11-17,00,Bundesgebiet,165770,199.1539255969488
2022-11-17,01,Schleswig-Holstein,6861,234.80452634406856
2022-11-17,02,Hamburg,3542,191.0530843853749
2022-11-17,03,Niedersachsen,23807,296.5853750907403
2022-11-17,04,Bremen,1729,255.59417144766232
2022-11-17,05,Nordrhein-Westfalen,45852,255.8049999578791
2022-11-17,06,Hessen,13237,210.2774305454616
2022-11-17,07,Rheinland-Pfalz,7618,185.51145322581235
2022-11-17,08,Baden-Württemberg,17251,155.07015866218435
2022-11-17,09,Bayern,17102,129.78685798402046
2022-11-17,10,Saarland,1951,198.60578939438975
2022-11-17,11,Berlin,5527,150.29346246551978
2022-11-17,12,Brandenburg,5843,230.2326204514971
2022-11-17,13,Mecklenburg-Vorpommern,4285,265.9574468085106
2022-11-17,14,Sachsen,4418,109.27523656926213
2022-11-17,15,Sachsen-Anhalt,4189,193.107950063916
2022-11-17,16,Thüringen,2558,121.29759021804641
