Datenstand,IdBundesland,Bundesland,AnzahlFall_7d,incidence_7d
2022-07-30,00,Bundesgebiet,480708,578.0864900405123
2022-07-30,01,Schleswig-Holstein,12816,440.2799845407309
2022-07-30,02,Hamburg,6919,373.4997122772848
2022-07-30,03,Niedersachsen,50497,630.9426931308499
2022-07-30,04,Bremen,4208,618.7052475262083
2022-07-30,05,Nordrhein-Westfalen,86003,479.7783278300216
2022-07-30,06,Hessen,48351,768.3110885257217
2022-07-30,07,Rheinland-Pfalz,25724,627.6609527983055
2022-07-30,08,Baden-Württemberg,71721,645.9580495184969
2022-07-30,09,Bayern,97128,739.167787845877
2022-07-30,10,Saarland,7633,775.7184770998922
2022-07-30,11,Berlin,14341,391.3934381488654
2022-07-30,12,Brandenburg,11541,455.9729853488899
2022-07-30,13,Mecklenburg-Vorpommern,7947,493.3653014016864
2022-07-30,14,Sachsen,18829,464.11816193531035
2022-07-30,15,Sachsen-Anhalt,9541,437.52327251449543
2022-07-30,16,Thüringen,7509,354.1585209577986
