Datenstand,IdBundesland,Bundesland,AnzahlFall_7d,incidence_7d
2022-10-01,00,Bundesgebiet,413693,497.00539869686037
2022-10-01,01,Schleswig-Holstein,11930,408.2812999977755
2022-10-01,02,Hamburg,4418,238.30393190699783
2022-10-01,03,Niedersachsen,39517,492.2990829361441
2022-10-01,04,Bremen,3368,497.883845827488
2022-10-01,05,Nordrhein-Westfalen,69135,385.6991771806676
2022-10-01,06,Hessen,38406,610.101608939261
2022-10-01,07,Rheinland-Pfalz,26080,635.0930296835371
2022-10-01,08,Baden-Württemberg,51266,460.83280702426197
2022-10-01,09,Bayern,93005,705.8137484974753
2022-10-01,10,Saarland,8272,842.0641157716003
2022-10-01,11,Berlin,10610,288.51341356236026
2022-10-01,12,Brandenburg,12494,492.30298817747814
2022-10-01,13,Mecklenburg-Vorpommern,8315,516.0877876809255
2022-10-01,14,Sachsen,19375,479.2231119351413
2022-10-01,15,Sachsen-Anhalt,9394,433.0522995704051
2022-10-01,16,Thüringen,8108,384.4725807224082
