Datenstand,IdBundesland,Bundesland,AnzahlFall_7d,incidence_7d
2023-03-18,00,Bundesgebiet,38228,45.926622837185
2023-03-18,01,Schleswig-Holstein,1141,39.04853003331616
2023-03-18,02,Hamburg,555,29.936324628425485
2023-03-18,03,Niedersachsen,4116,51.27674229736997
2023-03-18,04,Bremen,410,60.609375531255964
2023-03-18,05,Nordrhein-Westfalen,9354,52.18529114555529
2023-03-18,06,Hessen,2958,46.98954744681389
2023-03-18,07,Rheinland-Pfalz,1801,43.85745960352954
2023-03-18,08,Baden-Württemberg,3283,29.511062018894634
2023-03-18,09,Bayern,5480,41.58764950020069
2023-03-18,10,Saarland,760,77.36565860570795
2023-03-18,11,Berlin,1913,52.01943073937749
2023-03-18,12,Brandenburg,1262,49.726778540097435
2023-03-18,13,Mecklenburg-Vorpommern,1004,62.315350430745546
2023-03-18,14,Sachsen,2047,50.6306947164508
2023-03-18,15,Sachsen-Anhalt,1130,52.09166473435786
2023-03-18,16,Thüringen,1014,48.082782048905024
