Datenstand,IdBundesland,Bundesland,AnzahlFall_7d,incidence_7d
2023-10-18,00,Bundesgebiet,11474,13.784714618443568
2023-10-18,01,Schleswig-Holstein,358,12.251861307561073
2023-10-18,02,Hamburg,188,10.14059284710629
2023-10-18,03,Niedersachsen,663,8.259591871515134
2023-10-18,04,Bremen,42,6.208765298323781
2023-10-18,05,Nordrhein-Westfalen,1709,9.534387702347017
2023-10-18,06,Hessen,806,12.803777972323187
2023-10-18,07,Rheinland-Pfalz,652,15.87732574208843
2023-10-18,08,Baden-Württemberg,1549,13.924043578211325
2023-10-18,09,Bayern,2828,21.461655617986782
2023-10-18,10,Saarland,257,26.161808239035455
2023-10-18,11,Berlin,514,13.97699289076844
2023-10-18,12,Brandenburg,275,10.83586695604342
2023-10-18,13,Mecklenburg-Vorpommern,187,11.60654435313687
2023-10-18,14,Sachsen,712,17.61067642311332
2023-10-18,15,Sachsen-Anhalt,412,18.992713159783577
2023-10-18,16,Thüringen,322,15.268891340973784
