Datenstand,IdBundesland,Bundesland,AnzahlFall_7d,incidence_7d
2023-06-01,00,Bundesgebiet,2545,3.057529955023434
2023-06-01,01,Schleswig-Holstein,150,5.133461441715534
2023-06-01,02,Hamburg,95,5.124235747207965
2023-06-01,03,Niedersachsen,275,3.4259242302664585
2023-06-01,04,Bremen,25,3.6956936299546315
2023-06-01,05,Nordrhein-Westfalen,460,2.5663068128025905
2023-06-01,06,Hessen,249,3.955509572094881
2023-06-01,07,Rheinland-Pfalz,94,2.2890623002397428
2023-06-01,08,Baden-Württemberg,216,1.9416355151024185
2023-06-01,09,Bayern,386,2.929349034138224
2023-06-01,10,Saarland,36,3.6646890918493242
2023-06-01,11,Berlin,144,3.9157334168689792
2023-06-01,12,Brandenburg,88,3.467477425933894
2023-06-01,13,Mecklenburg-Vorpommern,70,4.344695747163534
2023-06-01,14,Sachsen,116,2.869155147585878
2023-06-01,15,Sachsen-Anhalt,78,3.595707831221162
2023-06-01,16,Thüringen,63,2.9873917841035666
