Datenstand,IdBundesland,Bundesland,AnzahlFall_7d,incidence_7d
2023-05-21,00,Bundesgebiet,3876,4.656576072955139
2023-05-21,01,Schleswig-Holstein,226,7.734415238851405
2023-05-21,02,Hamburg,125,6.742415456852586
2023-05-21,03,Niedersachsen,456,5.680805269096382
2023-05-21,04,Bremen,34,5.0261433367383
2023-05-21,05,Nordrhein-Westfalen,633,3.5314613315305214
2023-05-21,06,Hessen,299,4.749788602636022
2023-05-21,07,Rheinland-Pfalz,166,4.0423866153169925
2023-05-21,08,Baden-Württemberg,383,3.442807417982529
2023-05-21,09,Bayern,573,4.348489628396897
2023-05-21,10,Saarland,64,6.515002829954355
2023-05-21,11,Berlin,252,6.852533479520714
2023-05-21,12,Brandenburg,121,4.767781460659104
2023-05-21,13,Mecklenburg-Vorpommern,129,8.00665359120137
2023-05-21,14,Sachsen,151,3.734848511081617
2023-05-21,15,Sachsen-Anhalt,174,8.021194392724132
2023-05-21,16,Thüringen,90,4.267702548719381
