Datenstand,IdBundesland,Bundesland,AnzahlFall_7d,incidence_7d
2023-03-28,00,Bundesgebiet,28350,34.05932189584061
2023-03-28,01,Schleswig-Holstein,922,31.553676328411484
2023-03-28,02,Hamburg,632,34.089652549846676
2023-03-28,03,Niedersachsen,3160,39.36698388233458
2023-03-28,04,Bremen,241,35.626486592762646
2023-03-28,05,Nordrhein-Westfalen,6019,33.579566752736504
2023-03-28,06,Hessen,2022,32.12064399508373
2023-03-28,07,Rheinland-Pfalz,1169,28.467168393407015
2023-03-28,08,Baden-Württemberg,2395,21.52878267902913
2023-03-28,09,Bayern,3917,29.726062608081406
2023-03-28,10,Saarland,532,54.15596102399557
2023-03-28,11,Berlin,1645,44.73181576909355
2023-03-28,12,Brandenburg,1136,44.76198131660118
2023-03-28,13,Mecklenburg-Vorpommern,1006,62.43948459495022
2023-03-28,14,Sachsen,1818,44.96658670957868
2023-03-28,15,Sachsen-Anhalt,965,44.48535970677464
2023-03-28,16,Thüringen,771,36.5599851673627
