Datenstand,IdBundesland,Bundesland,AnzahlFall_7d,incidence_7d
2023-05-27,00,Bundesgebiet,4048,4.863214639660063
2023-05-27,01,Schleswig-Holstein,229,7.837084467685716
2023-05-27,02,Hamburg,118,6.364840191268842
2023-05-27,03,Niedersachsen,474,5.9050475823501865
2023-05-27,04,Bremen,18,2.6608994135673347
2023-05-27,05,Nordrhein-Westfalen,790,4.407353004595754
2023-05-27,06,Hessen,291,4.622703957749438
2023-05-27,07,Rheinland-Pfalz,151,3.677110716342565
2023-05-27,08,Baden-Württemberg,347,3.1192014987987933
2023-05-27,09,Bayern,568,4.310544692721532
2023-05-27,10,Saarland,49,4.988049041683802
2023-05-27,11,Berlin,244,6.634992734139104
2023-05-27,12,Brandenburg,166,6.540923326193481
2023-05-27,13,Mecklenburg-Vorpommern,141,8.751458576429405
2023-05-27,14,Sachsen,201,4.97155331607553
2023-05-27,15,Sachsen-Anhalt,144,6.638229842254453
2023-05-27,16,Thüringen,117,5.548013313335195
