Datenstand,IdBundesland,Bundesland,AnzahlFall_7d,incidence_7d
2023-07-24,00,Bundesgebiet,1064,1.2782757847327835
2023-07-24,01,Schleswig-Holstein,42,1.4373692036803496
2023-07-24,02,Hamburg,39,2.1036336225380072
2023-07-24,03,Niedersachsen,81,1.0090904096421205
2023-07-24,04,Bremen,3,0.4434832355945558
2023-07-24,05,Nordrhein-Westfalen,212,1.182732705030759
2023-07-24,06,Hessen,97,1.540901319249813
2023-07-24,07,Rheinland-Pfalz,74,1.80202776827384
2023-07-24,08,Baden-Württemberg,121,1.0876754505897808
2023-07-24,09,Bayern,149,1.1307590831258947
2023-07-24,10,Saarland,21,2.1377353035787725
2023-07-24,11,Berlin,89,2.420140792370411
2023-07-24,12,Brandenburg,23,0.9062725090509042
2023-07-24,13,Mecklenburg-Vorpommern,29,1.7999453809677501
2023-07-24,14,Sachsen,40,0.9893638439951303
2023-07-24,15,Sachsen-Anhalt,15,0.6914822752348389
2023-07-24,16,Thüringen,29,1.3751485990318006
