Datenstand,IdBundesland,Bundesland,AnzahlFall_7d,incidence_7d
2023-06-20,00,Bundesgebiet,1643,1.9738788668383114
2023-06-20,01,Schleswig-Holstein,136,4.6543383738220845
2023-06-20,02,Hamburg,59,3.182420095634421
2023-06-20,03,Niedersachsen,104,1.295622254355315
2023-06-20,04,Bremen,7,1.0347942163872967
2023-06-20,05,Nordrhein-Westfalen,317,1.76852012969222
2023-06-20,06,Hessen,116,1.8427273508554463
2023-06-20,07,Rheinland-Pfalz,77,1.8750829480687252
2023-06-20,08,Baden-Württemberg,163,1.4652156896374733
2023-06-20,09,Bayern,216,1.6392212211757937
2023-06-20,10,Saarland,21,2.1377353035787725
2023-06-20,11,Berlin,172,4.677126025704614
2023-06-20,12,Brandenburg,52,2.0489639335063923
2023-06-20,13,Mecklenburg-Vorpommern,43,2.6688845304004567
2023-06-20,14,Sachsen,62,1.5335139581924522
2023-06-20,15,Sachsen-Anhalt,57,2.6276326458923878
2023-06-20,16,Thüringen,41,1.9441756055277182
