Datenstand,IdBundesland,Bundesland,AnzahlFall_7d,incidence_7d
2023-10-21,00,Bundesgebiet,12331,14.814303290921007
2023-10-21,01,Schleswig-Holstein,419,14.339468960525393
2023-10-21,02,Hamburg,224,12.082408498679836
2023-10-21,03,Niedersachsen,817,10.17810944046435
2023-10-21,04,Bremen,57,8.426181476296561
2023-10-21,05,Nordrhein-Westfalen,1947,10.86217253157966
2023-10-21,06,Hessen,907,14.408221614016291
2023-10-21,07,Rheinland-Pfalz,671,16.340008547456037
2023-10-21,08,Baden-Württemberg,1642,14.760025536102644
2023-10-21,09,Bayern,2604,19.761722499730404
2023-10-21,10,Saarland,225,22.904306824058278
2023-10-21,11,Berlin,455,12.372629893579067
2023-10-21,12,Brandenburg,418,16.470517773186
2023-10-21,13,Mecklenburg-Vorpommern,281,17.440850070756476
2023-10-21,14,Sachsen,859,21.246588549795423
2023-10-21,15,Sachsen-Anhalt,434,20.00688716346134
2023-10-21,16,Thüringen,371,17.592418284165447
