Datenstand,IdBundesland,Bundesland,AnzahlFall_7d,incidence_7d
2023-04-25,00,Bundesgebiet,9740,11.701509533174164
2023-04-25,01,Schleswig-Holstein,438,14.989707409809359
2023-04-25,02,Hamburg,268,14.455738739491947
2023-04-25,03,Niedersachsen,914,11.38652635077652
2023-04-25,04,Bremen,49,7.2435595147110785
2023-04-25,05,Nordrhein-Westfalen,1812,10.10901727130064
2023-04-25,06,Hessen,599,9.515462785882866
2023-04-25,07,Rheinland-Pfalz,348,8.474400856206707
2023-04-25,08,Baden-Württemberg,882,7.928345020001543
2023-04-25,09,Bayern,1471,11.163400075692557
2023-04-25,10,Saarland,167,17.000085509412145
2023-04-25,11,Berlin,608,16.53309664900236
2023-04-25,12,Brandenburg,464,18.283062791287808
2023-04-25,13,Mecklenburg-Vorpommern,407,25.261302415650835
2023-04-25,14,Sachsen,628,15.533012350723546
2023-04-25,15,Sachsen-Anhalt,418,19.26930606987751
2023-04-25,16,Thüringen,267,12.660850894534164
