Datenstand,IdBundesland,Bundesland,AnzahlFall_7d,incidence_7d
2023-07-03,00,Bundesgebiet,986,1.184567597506132
2023-07-03,01,Schleswig-Holstein,37,1.2662538222898319
2023-07-03,02,Hamburg,43,2.3193909171572895
2023-07-03,03,Niedersachsen,81,1.0090904096421205
2023-07-03,04,Bremen,6,0.8869664711891116
2023-07-03,05,Nordrhein-Westfalen,214,1.1938905607385966
2023-07-03,06,Hessen,92,1.461473416195699
2023-07-03,07,Rheinland-Pfalz,48,1.1688828767181665
2023-07-03,08,Baden-Württemberg,103,0.9258724909979126
2023-07-03,09,Bayern,138,1.0472802246400903
2023-07-03,10,Saarland,13,1.3233599498344784
2023-07-03,11,Berlin,61,1.658748183534776
2023-07-03,12,Brandenburg,35,1.3791103398600715
2023-07-03,13,Mecklenburg-Vorpommern,24,1.489609970456069
2023-07-03,14,Sachsen,36,0.8904274595956174
2023-07-03,15,Sachsen-Anhalt,29,1.3368657321206887
2023-07-03,16,Thüringen,26,1.2328918474078212
