Datenstand,IdBundesland,Bundesland,AnzahlFall_7d,incidence_7d
2023-05-13,00,Bundesgebiet,6371,7.654036677192259
2023-05-13,01,Schleswig-Holstein,340,11.635845934555212
2023-05-13,02,Hamburg,233,12.567862411573222
2023-05-13,03,Niedersachsen,758,9.443092969243548
2023-05-13,04,Bremen,57,8.426181476296561
2023-05-13,05,Nordrhein-Westfalen,1263,7.046185879499287
2023-05-13,06,Hessen,450,7.148511274870266
2023-05-13,07,Rheinland-Pfalz,253,6.160986829368669
2023-05-13,08,Baden-Württemberg,496,4.458570442087035
2023-05-13,09,Bayern,813,6.169846540814445
2023-05-13,10,Saarland,94,9.568910406495458
2023-05-13,11,Berlin,394,10.71388171004429
2023-05-13,12,Brandenburg,252,9.929594446992516
2023-05-13,13,Mecklenburg-Vorpommern,228,14.151294719332654
2023-05-13,14,Sachsen,321,7.939644848060921
2023-05-13,15,Sachsen-Anhalt,245,11.29421049550237
2023-05-13,16,Thüringen,174,8.250891594190803
