Datenstand,IdBundesland,Bundesland,AnzahlFall_7d,incidence_7d
2023-03-13,00,Bundesgebiet,39523,47.482419022550566
2023-03-13,01,Schleswig-Holstein,853,29.192284065222342
2023-03-13,02,Hamburg,451,24.326634968324132
2023-03-13,03,Niedersachsen,3412,42.50637626788784
2023-03-13,04,Bremen,327,48.33967267980658
2023-03-13,05,Nordrhein-Westfalen,10174,56.7600119857686
2023-03-13,06,Hessen,3318,52.7083564667101
2023-03-13,07,Rheinland-Pfalz,2324,56.593412614437895
2023-03-13,08,Baden-Württemberg,4133,37.15175733295507
2023-03-13,09,Bayern,6616,50.208738885643754
2023-03-13,10,Saarland,1032,105.05442063301396
2023-03-13,11,Berlin,1481,40.272230488770546
2023-03-13,12,Brandenburg,1115,43.93451511268514
2023-03-13,13,Mecklenburg-Vorpommern,645,40.03326795600685
2023-03-13,14,Sachsen,1555,38.46151943531069
2023-03-13,15,Sachsen-Anhalt,1082,49.878921453606374
2023-03-13,16,Thüringen,1005,47.65601179403309
