Datenstand,IdBundesland,Bundesland,AnzahlFall_7d,incidence_7d
2022-09-13,00,Bundesgebiet,191203,229.93557659788496
2022-09-13,01,Schleswig-Holstein,6233,214.12805427921157
2022-09-13,02,Hamburg,2925,157.8966119975514
2022-09-13,03,Niedersachsen,23348,291.7252509895456
2022-09-13,04,Bremen,1868,274.65337509005633
2022-09-13,05,Nordrhein-Westfalen,41234,230.02894747558935
2022-09-13,06,Hessen,17023,270.5002928579215
2022-09-13,07,Rheinland-Pfalz,10189,248.6097592933422
2022-09-13,08,Baden-Württemberg,18331,165.09888325209585
2022-09-13,09,Bayern,30624,233.05611497191478
2022-09-13,10,Saarland,2422,246.14046266683334
2022-09-13,11,Berlin,7289,198.9308117053957
2022-09-13,12,Brandenburg,7178,283.5953633856972
2022-09-13,13,Mecklenburg-Vorpommern,4943,306.87110668535746
2022-09-13,14,Sachsen,8380,206.55957284071917
2022-09-13,15,Sachsen-Anhalt,4754,218.00499292882418
2022-09-13,16,Thüringen,4462,210.4481715959112
