Datenstand,IdBundesland,Bundesland,AnzahlFall_7d,incidence_7d
2023-04-14,00,Bundesgebiet,10463,12.57011234554428
2023-04-14,01,Schleswig-Holstein,475,16.255961232099192
2023-04-14,02,Hamburg,283,15.264828594314256
2023-04-14,03,Niedersachsen,1116,13.903023421735883
2023-04-14,04,Bremen,69,10.200114418674783
2023-04-14,05,Nordrhein-Westfalen,1963,10.95143537724236
2023-04-14,06,Hessen,695,11.040478524521856
2023-04-14,07,Rheinland-Pfalz,415,10.105966538292481
2023-04-14,08,Baden-Württemberg,930,8.359819578913191
2023-04-14,09,Bayern,1396,10.594226040562074
2023-04-14,10,Saarland,160,16.287507074885884
2023-04-14,11,Berlin,628,17.076948512456383
2023-04-14,12,Brandenburg,456,17.96783757074836
2023-04-14,13,Mecklenburg-Vorpommern,434,26.93711363241391
2023-04-14,14,Sachsen,738,18.253762921710155
2023-04-14,15,Sachsen-Anhalt,439,20.237381255206284
2023-04-14,16,Thüringen,266,12.61343197732617
