Datenstand,IdBundesland,Bundesland,AnzahlFall_7d,incidence_7d
2023-07-25,00,Bundesgebiet,1102,1.3239284913303828
2023-07-25,01,Schleswig-Holstein,45,1.5400384325146603
2023-07-25,02,Hamburg,40,2.1575729461928277
2023-07-25,03,Niedersachsen,70,0.8720534404314622
2023-07-25,04,Bremen,3,0.4434832355945558
2023-07-25,05,Nordrhein-Westfalen,195,1.0878909315141416
2023-07-25,06,Hessen,107,1.6997571253580412
2023-07-25,07,Rheinland-Pfalz,68,1.6559174086840691
2023-07-25,08,Baden-Württemberg,120,1.0786863972791214
2023-07-25,09,Bayern,158,1.1990599673415527
2023-07-25,10,Saarland,19,1.9341414651426991
2023-07-25,11,Berlin,101,2.746451910442826
2023-07-25,12,Brandenburg,29,1.142691424455488
2023-07-25,13,Mecklenburg-Vorpommern,28,1.7378782988654136
2023-07-25,14,Sachsen,46,1.1377684205943999
2023-07-25,15,Sachsen-Anhalt,44,2.0283480073555276
2023-07-25,16,Thüringen,29,1.3751485990318006
