Datenstand,IdBundesland,Bundesland,AnzahlFall_7d,incidence_7d
2023-05-18,00,Bundesgebiet,5065,6.085025234653711
2023-05-18,01,Schleswig-Holstein,318,10.882938256436933
2023-05-18,02,Hamburg,176,9.493320963248442
2023-05-18,03,Niedersachsen,623,7.7612756198400135
2023-05-18,04,Bremen,38,5.61745431753104
2023-05-18,05,Nordrhein-Westfalen,861,4.803456882223979
2023-05-18,06,Hessen,364,5.7823513423395045
2023-05-18,07,Rheinland-Pfalz,194,4.724234960069256
2023-05-18,08,Baden-Württemberg,400,3.595621324263738
2023-05-18,09,Bayern,650,4.932841637797527
2023-05-18,10,Saarland,77,7.838362779788833
2023-05-18,11,Berlin,309,8.402511290364686
2023-05-18,12,Brandenburg,198,7.8018242083512614
2023-05-18,13,Mecklenburg-Vorpommern,225,13.965093473025647
2023-05-18,14,Sachsen,250,6.183524024969564
2023-05-18,15,Sachsen-Anhalt,243,11.20201285880439
2023-05-18,16,Thüringen,139,6.591229491911045
