Datenstand,IdBundesland,Bundesland,AnzahlFall_7d,incidence_7d
2023-01-25,00,Bundesgebiet,59253,71.18578484283047
2023-01-25,01,Schleswig-Holstein,1358,46.47493758566464
2023-01-25,02,Hamburg,738,39.80722085725767
2023-01-25,03,Niedersachsen,9252,115.26054901245554
2023-01-25,04,Bremen,499,73.76604485389444
2023-01-25,05,Nordrhein-Westfalen,16578,92.4874659622638
2023-01-25,06,Hessen,5034,79.96801279488204
2023-01-25,07,Rheinland-Pfalz,2643,64.36161339929404
2023-01-25,08,Baden-Württemberg,5360,48.18132574513409
2023-01-25,09,Bayern,9196,69.7883256941324
2023-01-25,10,Saarland,721,73.39557875620451
2023-01-25,11,Berlin,2054,55.85358637672836
2023-01-25,12,Brandenburg,1355,53.39127172886848
2023-01-25,13,Mecklenburg-Vorpommern,1215,75.4115047543385
2023-01-25,14,Sachsen,1477,36.53225993952019
2023-01-25,15,Sachsen-Anhalt,1093,50.38600845544526
2023-01-25,16,Thüringen,680,32.24486370143532
