Datenstand,IdBundesland,Bundesland,AnzahlFall_7d,incidence_7d
2022-11-03,00,Bundesgebiet,241077,289.6267775902493
2022-11-03,01,Schleswig-Holstein,8721,298.4594482213412
2022-11-03,02,Hamburg,4744,255.8881514184694
2022-11-03,03,Niedersachsen,30729,382.81900244312
2022-11-03,04,Bremen,2376,351.2387225908882
2022-11-03,05,Nordrhein-Westfalen,64791,361.46431458324486
2022-11-03,06,Hessen,23484,373.056975064563
2022-11-03,07,Rheinland-Pfalz,10637,259.0293158260654
2022-11-03,08,Baden-Württemberg,22906,205.90325513396294
2022-11-03,09,Bayern,26646,202.2161512011583
2022-11-03,10,Saarland,3177,323.4088123557029
2022-11-03,11,Berlin,9256,251.69464240652272
2022-11-03,12,Brandenburg,8169,321.8843533233407
2022-11-03,13,Mecklenburg-Vorpommern,6812,422.80096328111426
2022-11-03,14,Sachsen,8691,214.96402920404196
2022-11-03,15,Sachsen-Anhalt,5745,264.83771141494327
2022-11-03,16,Thüringen,4193,198.82751985311515
