Datenstand,IdBundesland,Bundesland,AnzahlFall_7d,incidence_7d
2022-09-14,00,Bundesgebiet,196416,236.20458995439495
2022-09-14,01,Schleswig-Holstein,6578,225.9801606046292
2022-09-14,02,Hamburg,2593,139.97467176398317
2022-09-14,03,Niedersachsen,23565,294.4365915525373
2022-09-14,04,Bremen,2085,306.55904018349435
2022-09-14,05,Nordrhein-Westfalen,40057,223.46290801352478
2022-09-14,06,Hessen,17019,270.4367317246646
2022-09-14,07,Rheinland-Pfalz,10849,264.713640060209
2022-09-14,08,Baden-Württemberg,18803,169.3499700937842
2022-09-14,09,Bayern,33037,251.41963395791367
2022-09-14,10,Saarland,2888,293.49861939794164
2022-09-14,11,Berlin,7489,204.38919589267508
2022-09-14,12,Brandenburg,7568,299.0038604211419
2022-09-14,13,Mecklenburg-Vorpommern,5179,321.5224482143367
2022-09-14,14,Sachsen,9251,228.0289508770278
2022-09-14,15,Sachsen-Anhalt,4973,228.0477134697187
2022-09-14,16,Thüringen,4482,211.39146236953698
