Datenstand,IdBundesland,Bundesland,AnzahlFall_7d,incidence_7d
2023-09-15,00,Bundesgebiet,7285,8.752104409566096
2023-09-15,01,Schleswig-Holstein,310,10.609153646212105
2023-09-15,02,Hamburg,243,13.107255648121429
2023-09-15,03,Niedersachsen,621,7.736359807256257
2023-09-15,04,Bremen,49,7.2435595147110785
2023-09-15,05,Nordrhein-Westfalen,1485,8.284707863069233
2023-09-15,06,Hessen,610,9.690204172601916
2023-09-15,07,Rheinland-Pfalz,472,11.494014954395304
2023-09-15,08,Baden-Württemberg,580,5.21365092018242
2023-09-15,09,Bayern,1219,9.250975317654133
2023-09-15,10,Saarland,102,10.383285760239753
2023-09-15,11,Berlin,381,10.360377998799175
2023-09-15,12,Brandenburg,265,10.441835430369112
2023-09-15,13,Mecklenburg-Vorpommern,157,9.744531890066783
2023-09-15,14,Sachsen,444,10.981938668345947
2023-09-15,15,Sachsen-Anhalt,212,9.772949489985724
2023-09-15,16,Thüringen,135,6.4015538230790705
