Datenstand,IdBundesland,Bundesland,AnzahlFall_7d,incidence_7d
2023-06-25,00,Bundesgebiet,1376,1.6531085336393891
2023-06-25,01,Schleswig-Holstein,78,2.6693999496920777
2023-06-25,02,Hamburg,41,2.2115122698476486
2023-06-25,03,Niedersachsen,108,1.3454538795228275
2023-06-25,04,Bremen,9,1.3304497067836674
2023-06-25,05,Nordrhein-Westfalen,269,1.5007315927041236
2023-06-25,06,Hessen,80,1.270846448865825
2023-06-25,07,Rheinland-Pfalz,66,1.607213955487479
2023-06-25,08,Baden-Württemberg,109,0.9798068108618687
2023-06-25,09,Bayern,165,1.2521828772870647
2023-06-25,10,Saarland,27,2.7485168188869933
2023-06-25,11,Berlin,147,3.997311196387083
2023-06-25,12,Brandenburg,50,1.9701576283715307
2023-06-25,13,Mecklenburg-Vorpommern,49,3.041287023014474
2023-06-25,14,Sachsen,70,1.731386726991478
2023-06-25,15,Sachsen-Anhalt,67,3.0886208293822803
2023-06-25,16,Thüringen,41,1.9441756055277182
