Datenstand,IdBundesland,Bundesland,AnzahlFall_7d,incidence_7d
2023-06-03,00,Bundesgebiet,2567,3.0839604693694125
2023-06-03,01,Schleswig-Holstein,149,5.099238365437431
2023-06-03,02,Hamburg,80,4.315145892385655
2023-06-03,03,Niedersachsen,304,3.7872035127309216
2023-06-03,04,Bremen,21,3.1043826491618907
2023-06-03,05,Nordrhein-Westfalen,467,2.605359307780021
2023-06-03,06,Hessen,216,3.4312854119377283
2023-06-03,07,Rheinland-Pfalz,100,2.435172659829514
2023-06-03,08,Baden-Württemberg,236,2.1214165813156054
2023-06-03,09,Bayern,357,2.7092684072211033
2023-06-03,10,Saarland,43,4.377267526375582
2023-06-03,11,Berlin,131,3.5622297056238637
2023-06-03,12,Brandenburg,80,3.1522522053944493
2023-06-03,13,Mecklenburg-Vorpommern,90,5.586037389210259
2023-06-03,14,Sachsen,145,3.5864439344823476
2023-06-03,15,Sachsen-Anhalt,88,4.056696014711055
2023-06-03,16,Thüringen,60,2.8451350324795874
