Datenstand,IdBundesland,Bundesland,AnzahlFall_7d,incidence_7d
2023-07-29,00,Bundesgebiet,1593,1.9138095160519961
2023-07-29,01,Schleswig-Holstein,49,1.6769307376270746
2023-07-29,02,Hamburg,184,9.924835552487007
2023-07-29,03,Niedersachsen,146,1.8188543186141926
2023-07-29,04,Bremen,5,0.7391387259909263
2023-07-29,05,Nordrhein-Westfalen,280,1.5620997990972292
2023-07-29,06,Hessen,116,1.8427273508554463
2023-07-29,07,Rheinland-Pfalz,76,1.8507312214704303
2023-07-29,08,Baden-Württemberg,168,1.51016095619077
2023-07-29,09,Bayern,202,1.5329754012847698
2023-07-29,10,Saarland,21,2.1377353035787725
2023-07-29,11,Berlin,112,3.0455704353425395
2023-07-29,12,Brandenburg,50,1.9701576283715307
2023-07-29,13,Mecklenburg-Vorpommern,32,1.9861466272747588
2023-07-29,14,Sachsen,59,1.4593116698928172
2023-07-29,15,Sachsen-Anhalt,57,2.6276326458923878
2023-07-29,16,Thüringen,36,1.7070810194877524
