Datenstand,IdBundesland,Bundesland,AnzahlFall_7d,incidence_7d
2023-09-18,00,Bundesgebiet,7227,8.68242396265397
2023-09-18,01,Schleswig-Holstein,283,9.685130586703309
2023-09-18,02,Hamburg,232,12.513923087918402
2023-09-18,03,Niedersachsen,620,7.723901900964379
2023-09-18,04,Bremen,50,7.391387259909263
2023-09-18,05,Nordrhein-Westfalen,1367,7.626394376306829
2023-09-18,06,Hessen,602,9.563119527715335
2023-09-18,07,Rheinland-Pfalz,509,12.395028838532225
2023-09-18,08,Baden-Württemberg,574,5.159716600318464
2023-09-18,09,Bayern,1296,9.835327327054761
2023-09-18,10,Saarland,114,11.604848790856193
2023-09-18,11,Berlin,377,10.25160762610837
2023-09-18,12,Brandenburg,260,10.24481966753196
2023-09-18,13,Mecklenburg-Vorpommern,146,9.061793986941085
2023-09-18,14,Sachsen,454,11.22927962934473
2023-09-18,15,Sachsen-Anhalt,195,8.989269578052905
2023-09-18,16,Thüringen,148,7.017999746782982
