Datenstand,IdBundesland,Bundesland,AnzahlFall_7d,incidence_7d
2022-10-23,00,Bundesgebiet,498787,599.2362254130741
2022-10-23,01,Schleswig-Holstein,14319,490.04022922616485
2022-10-23,02,Hamburg,5664,305.5123291809044
2022-10-23,03,Niedersachsen,53047,660.8545550652539
2022-10-23,04,Bremen,3810,563.2237092050858
2022-10-23,05,Nordrhein-Westfalen,109913,613.1966972077633
2022-10-23,06,Hessen,46809,743.5881428120051
2022-10-23,07,Rheinland-Pfalz,30577,744.6027441960704
2022-10-23,08,Baden-Württemberg,64012,575.407280521926
2022-10-23,09,Bayern,74743,567.2236654367701
2022-10-23,10,Saarland,9837,1001.3762943478279
2022-10-23,11,Berlin,15299,416.0194829491564
2022-10-23,12,Brandenburg,16825,662.9580419470201
2022-10-23,13,Mecklenburg-Vorpommern,11332,703.3441743836738
2022-10-23,14,Sachsen,18851,466.26244557880506
2022-10-23,15,Sachsen-Anhalt,14187,654.0039359171107
2022-10-23,16,Thüringen,9562,453.4196863428303
