Datenstand,IdBundesland,Bundesland,AnzahlFall_7d,incidence_7d
2022-06-26,00,Bundesgebiet,503857,605.9248537830501
2022-06-26,01,Schleswig-Holstein,25416,873.139519903809
2022-06-26,02,Hamburg,12125,654.5286907590805
2022-06-26,03,Niedersachsen,67708,845.9882342813155
2022-06-26,04,Bremen,4590,674.8709805478364
2022-06-26,05,Nordrhein-Westfalen,131472,733.432744398086
2022-06-26,06,Hessen,46253,734.9732741324939
2022-06-26,07,Rheinland-Pfalz,25457,621.1462010335275
2022-06-26,08,Baden-Württemberg,52630,474.01419592808924
2022-06-26,09,Bayern,71977,547.7625387713398
2022-06-26,10,Saarland,8096,822.7717529936758
2022-06-26,11,Berlin,15328,418.330564113089
2022-06-26,12,Brandenburg,9623,380.1947871079081
2022-06-26,13,Mecklenburg-Vorpommern,8286,514.4110843606862
2022-06-26,14,Sachsen,12795,315.38540984451095
2022-06-26,15,Sachsen-Anhalt,7552,346.3133585608919
2022-06-26,16,Thüringen,4549,214.55148646118334
