Datenstand,IdBundesland,Bundesland,AnzahlFall_7d,incidence_7d
2023-05-17,00,Bundesgebiet,5185,6.229191676540867
2023-05-17,01,Schleswig-Holstein,292,9.993138273206242
2023-05-17,02,Hamburg,192,10.356350141725573
2023-05-17,03,Niedersachsen,638,7.948144214218185
2023-05-17,04,Bremen,19,2.80872715876552
2023-05-17,05,Nordrhein-Westfalen,904,5.043350779942482
2023-05-17,06,Hessen,361,5.734694600507035
2023-05-17,07,Rheinland-Pfalz,184,4.480717694086305
2023-05-17,08,Baden-Württemberg,406,3.649555644127694
2023-05-17,09,Bayern,679,5.152922264714648
2023-05-17,10,Saarland,85,8.652738133533127
2023-05-17,11,Berlin,346,9.40863723775463
2023-05-17,12,Brandenburg,210,8.274662039160429
2023-05-17,13,Mecklenburg-Vorpommern,224,13.903026390923308
2023-05-17,14,Sachsen,263,6.505067274267982
2023-05-17,15,Sachsen-Anhalt,239,11.017617585408432
2023-05-17,16,Thüringen,143,6.780905160743016
